0.000000,0.000000
0.001000,0.031411
0.002000,0.062791
0.003000,0.094108
0.004000,0.125333
0.005000,0.156434
0.006000,0.187381
0.007000,0.218143
0.008000,0.248690
0.009000,0.278991
0.010000,0.309017
0.011000,0.338738
0.012000,0.368125
0.013000,0.397148
0.014000,0.425779
0.015000,0.453990
0.016000,0.481754
0.017000,0.509041
0.018000,0.535827
0.019000,0.562083
0.020000,0.587785
0.021000,0.612907
0.022000,0.637424
0.023000,0.661312
0.024000,0.684547
0.025000,0.707107
0.026000,0.728969
0.027000,0.750111
0.028000,0.770513
0.029000,0.790155
0.030000,0.809017
0.031000,0.827081
0.032000,0.844328
0.033000,0.860742
0.034000,0.876307
0.035000,0.891007
0.036000,0.904827
0.037000,0.917755
0.038000,0.929776
0.039000,0.940881
0.040000,0.951057
0.041000,0.960294
0.042000,0.968583
0.043000,0.975917
0.044000,0.982287
0.045000,0.987688
0.046000,0.992115
0.047000,0.995562
0.048000,0.998027
0.049000,0.999507
0.050000,1.000000
0.051000,0.999507
0.052000,0.998027
0.053000,0.995562
0.054000,0.992115
0.055000,0.987688
0.056000,0.982287
0.057000,0.975917
0.058000,0.968583
0.059000,0.960294
0.060000,0.951057
0.061000,0.940881
0.062000,0.929776
0.063000,0.917755
0.064000,0.904827
0.065000,0.891007
0.066000,0.876307
0.067000,0.860742
0.068000,0.844328
0.069000,0.827081
0.070000,0.809017
0.071000,0.790155
0.072000,0.770513
0.073000,0.750111
0.074000,0.728969
0.075000,0.707107
0.076000,0.684547
0.077000,0.661312
0.078000,0.637424
0.079000,0.612907
0.080000,0.587785
0.081000,0.562083
0.082000,0.535827
0.083000,0.509041
0.084000,0.481754
0.085000,0.453990
0.086000,0.425779
0.087000,0.397148
0.088000,0.368125
0.089000,0.338738
0.090000,0.309017
0.091000,0.278991
0.092000,0.248690
0.093000,0.218143
0.094000,0.187381
0.095000,0.156434
0.096000,0.125333
0.097000,0.094108
0.098000,0.062791
0.099000,0.031411
0.100000,0.000000
0.101000,-0.031411
0.102000,-0.062791
0.103000,-0.094108
0.104000,-0.125333
0.105000,-0.156434
0.106000,-0.187381
0.107000,-0.218143
0.108000,-0.248690
0.109000,-0.278991
0.110000,-0.309017
0.111000,-0.338738
0.112000,-0.368125
0.113000,-0.397148
0.114000,-0.425779
0.115000,-0.453990
0.116000,-0.481754
0.117000,-0.509041
0.118000,-0.535827
0.119000,-0.562083
0.120000,-0.587785
0.121000,-0.612907
0.122000,-0.637424
0.123000,-0.661312
0.124000,-0.684547
0.125000,-0.707107
0.126000,-0.728969
0.127000,-0.750111
0.128000,-0.770513
0.129000,-0.790155
0.130000,-0.809017
0.131000,-0.827081
0.132000,-0.844328
0.133000,-0.860742
0.134000,-0.876307
0.135000,-0.891007
0.136000,-0.904827
0.137000,-0.917755
0.138000,-0.929776
0.139000,-0.940881
0.140000,-0.951057
0.141000,-0.960294
0.142000,-0.968583
0.143000,-0.975917
0.144000,-0.982287
